date,zone,ema_bias,opt,atm,strike,strike_type,entry_time,target_pct,sl_param,sl_type,ep,xp,exit_reason,pnl,iv_proxy,prev_body,dte
2022-01-21,pdl_to_s1,bear,CE,17650,17600,ITM1,09:20:02,0.2,2.0,pct,156.95,123.8,target,2486.25,0.89,0.924,6
2022-01-28,pdh_to_r1,bear,PE,17250,17200,OTM1,09:20:02,0.5,0.5,pct,212.8,299.0,eod,-6465.0,1.235,0.479,6
2022-01-31,r1_to_r2,bear,PE,17300,17300,ATM,09:20:02,0.5,2.0,pct,228.05,208.85,eod,1440.0,1.318,0.77,3
2022-02-04,tc_to_pdh,bull,PE,17600,17650,ITM1,09:25:02,0.2,75.0,spot,213.55,213.55,spot_sl,0.0,1.214,1.443,6
2022-02-08,tc_to_pdh,bear,PE,17300,17250,OTM1,09:31:02,0.5,25.0,spot,120.8,96.9,eod,1792.5,0.699,1.534,2
2022-02-14,s3_to_s4,bear,CE,17100,17050,ITM1,09:20:02,0.4,0.5,pct,158.0,94.75,target,4743.75,0.924,0.626,3
2022-02-15,tc_to_pdh,bear,PE,16950,16900,OTM1,09:31:02,0.5,25.0,spot,128.25,63.4,target,4863.75,0.757,1.67,2
2022-02-21,pdl_to_s1,bear,CE,17200,17150,ITM1,09:20:02,0.2,2.0,pct,191.1,152.2,target,2917.5,1.11,0.168,3
2022-02-23,pdh_to_r1,bear,PE,17200,17150,OTM1,09:20:02,0.5,0.5,pct,91.55,137.7,hard_sl,-3461.25,0.532,1.093,1
2022-02-25,tc_to_pdh,bear,PE,16550,16500,OTM1,09:31:02,0.5,25.0,spot,220.6,164.8,spot_sl,4185.0,1.335,2.351,6
2022-03-02,within_cpr,bear,CE,16600,16600,ATM,09:16:02,0.2,2.0,pct,195.2,155.75,target,2958.75,1.175,1.706,1
2022-03-04,s1_to_s2,bear,CE,16350,16350,ATM,09:16:02,0.5,2.0,pct,231.85,232.2,lockin_sl,-26.25,1.417,1.355,6
2022-03-09,pdh_to_r1,bear,PE,16100,16050,OTM1,09:20:02,0.5,0.5,pct,156.4,78.1,target,5872.5,0.973,1.66,1
2022-03-14,tc_to_pdh,bear,PE,16650,16600,OTM1,09:31:02,0.5,25.0,spot,188.25,162.45,spot_sl,1935.0,1.131,0.514,3
2022-03-16,tc_to_pdh,bull,PE,16850,16900,ITM1,09:25:02,0.2,75.0,spot,125.4,97.25,target,2111.25,0.744,1.538,1
2022-03-21,tc_to_pdh,bull,PE,17350,17400,ITM1,09:25:02,0.2,75.0,spot,227.25,300.25,spot_sl,-5475.0,1.311,0.548,3
2022-03-22,pdl_to_bc,bull,PE,17150,17100,OTM1,09:31:02,0.2,1.5,pct,178.05,141.55,target,2737.5,1.039,1.256,2
2022-03-28,tc_to_pdh,bull,PE,17200,17250,ITM1,09:25:02,0.2,75.0,spot,224.3,227.0,spot_sl,-202.5,1.304,0.668,3
2022-04-01,pdl_to_bc,bull,PE,17450,17400,OTM1,09:31:02,0.2,1.5,pct,130.4,104.0,target,1980.0,0.748,0.308,6
2022-04-04,r1_to_r2,bull,PE,17800,17750,OTM1,09:16:02,0.5,1.0,pct,108.3,54.15,target,4061.25,0.608,1.435,3
2022-04-05,tc_to_pdh,bull,PE,18100,18150,ITM1,09:25:02,0.2,75.0,spot,162.0,129.05,target,2471.25,0.896,1.238,2
2022-04-08,tc_to_pdh,bull,PE,17700,17750,ITM1,09:25:02,0.2,75.0,spot,184.45,205.25,spot_sl,-1560.0,1.042,0.558,5
2022-04-11,within_cpr,bull,PE,17750,17750,ATM,09:20:02,0.3,2.0,pct,128.55,88.0,target,3041.25,0.724,0.533,2
2022-04-18,s3_to_s4,bear,CE,17200,17150,ITM1,09:20:02,0.4,0.5,pct,179.15,107.35,target,5385.0,1.042,0.764,3
2022-04-26,r1_to_r2,bear,PE,17150,17150,ATM,09:20:02,0.5,2.0,pct,111.3,66.15,eod,3386.25,0.65,0.15,2
2022-05-02,s1_to_s2,bear,CE,16950,16950,ATM,09:16:02,0.5,2.0,pct,144.75,202.25,eod,-4312.5,0.854,1.275,3
2022-05-04,pdh_to_r1,bear,PE,17100,17050,OTM1,09:20:02,0.5,0.5,pct,87.55,134.4,hard_sl,-3513.75,0.512,0.689,1
2022-05-11,tc_to_pdh,bear,PE,16300,16250,OTM1,09:31:02,0.5,25.0,spot,81.7,121.65,eod,-2996.25,0.502,0.296,1
2022-05-13,tc_to_pdh,bear,PE,16000,15950,OTM1,09:31:02,0.5,25.0,spot,151.0,130.85,spot_sl,1511.25,0.944,1.346,6
2022-05-16,tc_to_pdh,bear,PE,15850,15800,OTM1,09:31:02,0.5,25.0,spot,122.1,125.3,eod,-240.0,0.77,1.4,3
2022-05-18,pdh_to_r1,bear,PE,16350,16300,OTM1,09:20:02,0.5,0.5,pct,87.0,131.3,hard_sl,-3322.5,0.533,2.281,1
2022-05-20,r1_to_r2,bear,PE,16050,16050,ATM,09:20:02,0.5,2.0,pct,179.2,103.0,eod,5715.0,1.117,0.711,6
2022-05-23,pdh_to_r1,bear,PE,16300,16250,OTM1,09:20:02,0.5,0.5,pct,194.1,95.7,target,7380.0,1.191,1.471,3
2022-05-24,tc_to_pdh,bear,PE,16250,16200,OTM1,09:31:02,0.5,25.0,spot,183.0,183.55,lockin_sl,-41.25,1.127,0.633,2
2022-05-25,tc_to_pdh,bear,PE,16200,16150,OTM1,09:31:02,0.5,25.0,spot,84.0,175.0,eod,-6825.0,0.519,0.571,1
2022-05-27,pdh_to_r1,bear,PE,16300,16250,OTM1,09:20:02,0.5,0.5,pct,171.15,125.8,eod,3401.25,1.05,0.56,6
2022-05-30,r2_to_r3,bull,PE,16550,16550,ATM,09:20:02,0.2,1.5,pct,150.8,120.15,target,2298.75,0.912,0.363,3
2022-05-31,pdl_to_bc,bull,PE,16600,16550,OTM1,09:31:02,0.2,1.5,pct,131.85,105.0,target,2013.75,0.794,0.843,2
2022-06-01,tc_to_pdh,bull,PE,16600,16650,ITM1,09:25:02,0.2,75.0,spot,116.5,166.6,spot_sl,-3757.5,0.702,0.111,1
2022-06-03,r1_to_r2,bull,PE,16750,16700,OTM1,09:16:02,0.5,1.0,pct,128.1,194.8,eod,-5002.5,0.764,0.863,6
2022-06-07,pdl_to_bc,bull,PE,16500,16450,OTM1,09:31:02,0.2,1.5,pct,126.25,121.6,eod,348.75,0.766,0.109,2
2022-06-08,r1_to_r2,bull,PE,16500,16450,OTM1,09:16:02,0.5,1.0,pct,100.8,80.95,lockin_sl,1488.75,0.612,0.5,1
2022-06-13,below_s4,bear,CE,15900,15850,ITM1,09:16:02,0.2,0.5,pct,156.8,125.25,target,2366.25,0.987,0.689,3
2022-06-15,tc_to_pdh,bear,PE,15750,15700,OTM1,09:31:02,0.5,25.0,spot,100.75,100.8,lockin_sl,-3.75,0.64,0.305,1
2022-06-17,pdl_to_s1,bear,CE,15300,15250,ITM1,09:20:02,0.2,2.0,pct,231.05,183.9,target,3536.25,1.51,3.124,6
2022-06-20,tc_to_pdh,bear,PE,15350,15300,OTM1,09:31:02,0.5,25.0,spot,185.5,112.4,eod,5482.5,1.208,0.19,3
2022-06-24,pdh_to_r1,bear,PE,15650,15600,OTM1,09:20:02,0.5,0.5,pct,128.3,109.45,eod,1413.75,0.819,0.735,6
2022-06-27,r3_to_r4,bull,PE,15900,15950,ITM1,09:25:02,0.2,0.5,pct,160.0,182.9,eod,-1717.5,1.005,0.205,3
